여행지ID,여행지명칭,지역구분,분류,태그,내용 유형,카피라이터,홈페이지,주소,여행지 경도,여행지 위도,여행지 특징,여행지 코스소개,여행지 누적 추천수,여행지 누적 관심수,여행지 등록일,여행지 찾아가는 길,여행지 연관 계절정보
,미남크루즈관광,전남,관광지,기타관광지,,,,전남 여수시 돌산읍 돌산로 3617-22,127.737246,34.729455,,"에메랄드 빛 푸른바다 한려해상 바닷길 여행!아름다운 여수바다를 항해하는 여수 최고의 해양코스를 소개합니다!여수 미남크루즈는 국내조선기술로 건조한 국내 최대 규모의 연안크루즈 최첨단 안전 및 응급의료장비를 갖추어응급사항에 대비하고 있으며 승무원들의 인명구조 및 비상대응 등의 안전교육을이수한 승무원들로 관람객에게 보다 안전하고 편안한 여행을 약속합니다.남해안 시대를 선도하는 국내 최대 규모의 초호화 미남 크루즈!  낮에는 아름다운 여수하늘과 바다를,밤이면 화려한 조명에 더욱 아름다워지는 여수 밤바다의 매력에 흠뻑 빠져보시기 바랍니다.",0,0,2022-07-01 14:19,,
,강릉에스에스펜션,강원,숙박,기타숙박,,,,강원 강릉시 사천면 해안로 1073,128.869642,37.844638,,전 객실에서 탁트인 바다를 조망 할 수 있는 강릉 에스에스펜션에는 로맨틱 스파와 개별 테라스 바베큐 등 특별한 서비스를 이용 할 수 있습니다. 항상 최선을 다해 준비하고 설레이는 마음으로 고객님을 기다립니다.펜션 바로앞으로 해수욕장이 있습니다.,0,0,2022-07-01 14:16,,
,고려고속훼리,인천,관광지,기타관광지,,,,"인천 중구  연안부두로 70 (항동7가, 인천항 연안여객터미널)",126.598435,37.454001,,"안녕하세요? 고려고속훼리입니다.당사는 인천항 연안여객터미널에서 출발하여 안전하고, 빠르고, 편안한 섬여행이 될수 있도록 선박운항하고 있습니다.※인천출발-백령도/대청도/소청도 도착-코리아킹/옹진훼미리(초쾌속선)운항※인천출발-대연평도/소연평도 도착-초쾌속선운항※인천출발-자월도/이작도/승봉도 도착-초쾌속선운항※인천출발-덕적도 도착-초쾌속선운항(차량선적가능) 문의: 고객센터 1577-2891(4번 안내원 연결)예약,예매: www.kefship.com여행상담,단체예매: 032-761-1950",0,0,2022-07-01 14:12,,
,Q모텔,부산,숙박,기타숙박,,,,부산 수영구  민락수변로 11 (민락동),129.12415,35.154805,,"포장, 국민지원금",0,0,2022-07-01 14:11,,
,큐파이브호텔,부산,숙박,기타숙박,,,,부산 서구  송도해변로 141 (암남동),129.02191,35.07723,,"안녕하십니까? 큐파이브호텔 홈페이지를 방문해주셔서 감사합니다. 큐파이브호텔은 바다가 한눈에 보이는 송도바닷가에 위치하여, 시원하고 아름다운 바다전경을 객실안에서도 감상할 수 있습니다.부산역에서 차로 약 15분 거리에 위치하여 뛰어난 접근성을 자랑하는 큐파이브호텔은 여행의 목적에 따라 자유롭게 선택할 수 있는 다양한 객실을 갖추고 있습니다.감각적인 라이프 스타일을 추구하는 고객은 모던하고 현대적인 감각으로 인테리어 된 객실에 만족할 것이며, 넓은 주차장을 완비하고 있습니다.고객님들의 최고의 휴식공간을 위해 항상 깨끗한 정리정돈과 불편함이 없도록 언제나 세심한 관리로 고객만족 을 드리고자 노력하고 있습니다. 쾌적하고 편안한 휴식으로 고객님들의 활력소가 되도록 저희 큐파이브호텔 임직원들은 최선을 다하고 있습니다. 큐파이브호텔은 서비스 정신과 신뢰를 통해 고객의 요구사항에 부합하는 숙박시설을 제공하기 위해 최선을 다하겠습니다. 최고의 숙박시설이며, 사계절 이용하실 수 있는 최고의 휴식공간이 될 것을 약속드립니다.저희 큐파이브호텔을 찾아주신 여러분께 다시 한번 감사드리며, 앞으로 더 많은 관심 부탁드립니다.",0,0,2022-07-01 13:55,,
,마린케이풀빌라펜션,부산,숙박,기타숙박,,,http://marinek.co.kr/,"부산 해운대구  송정광어골로 3 (송정동, 마린케이)",129.199199,35.180609,,"안녕하세요부산 해운대 송정해수욕장 앞에 위치한 마린케이풀빌라펜션입니다.부산의 대표적인 바다 중 하나인 송정해수욕장 오션뷰와 프라이빗한 수영장과 스파를4계절 내내 즐길 수 있는 진정한 도심 속 파라다이스입니다.멀리 여행을 가지 않더라도 가까운 곳에서 특별한 날 특별한 추억을 가족이나 연인, 친구들과마음껏 누릴 수 있게 저희 마린케이풀빌라펜션은 항상 최고의 룸 컨디션을 유지하고 있습니다.  홈페이지에서 예약을 하시면 더 빠르고 정확한 예약이 가능합니다.예약 후 5시간 이내 객실료를 입금 하셔야 정상 예약됩니다.(미입금시 자동 취소되니 유의해주시기 바랍니다.)-전화 예약 또는 문의시연락주시기 바랍니다. ※ 바비큐그릴 이용시 3만원 이며 기타 개인화기(프로판가스,전기그릴등) 및 객실내 인덕션이용 고기취사는 절대금지됩니다.※ 추가 인원은 입실 시 성인 1인당 - 3만원 / 아동 1인당 - 2만원 / 유아(12개월 미만 1명 무료, 추가 인원당 1만원)' - 옵션결제 혹은 현장결제 해주시면됩니다.* 침구류는 인원 추가 요금에 포함되어 있습니다.(침구류는 2인당 1세트)- 외부인 방문시 용무는 1층 로비에서 해주세요!(이용 기준 요금이기 때문에 입실 시 추가인원비가 발생합니다.)※ 스파 이용은 입실시간부터 저녁 8시까지 가능합니다.- 1박당 1회 이용 가능합니다.- 프론트로 미리 스파 사용 시간을 말씀해주시면, 시간에 맞춰 이용 가능하시게 도와드리겠습니다.",0,0,2022-07-01 13:49,,
,VIP모텔,강원,숙박,기타숙박,,,,강원 고성군 거진읍 거탄진로72번길 28,128.454284,38.443676,,,0,0,2022-07-01 13:35,,
,서귀포JS호텔,제주,숙박,기타숙박,,,,제주 서귀포시  김정문화로 51 (법환동),126.510307,33.251418,,"예약문의: [예약실] 064-802-3002, 02-564-9090 / [팩스] 064-802-3001 / [E-mail] seogwipojshotel@naver.com 부대시설: 조식당, 로비 라운지, 비즈니스 코너, 남여 사우나/피트니스, 실내 수영장, 하늘정원/전망대객실타입: 스탠다드 더블, 스탠다드 트윈(싱글+싱글) , 디럭스트윈 (더블+싱글), 디럭스 패밀리 트윈(더블+더블) 발코니 트윈더블+더블), 주니어 스위트(더블+더블)",0,0,2022-07-01 13:23,,
,에이치에비뉴 호텔 광안리 해변점,부산,숙박,기타숙박,,,http://www.havenuebeach.com,"부산 수영구  광안해변로278번길 42 (민락동, 오션브릿지)",129.124511,35.153972,,"숙박 예약시 자사 홈페이지에서 진행하시면 최저가로 안내드리며, 다양한 이벤트 제공 중입니다 상기 링크를 통해 진행해주시면 됩니다. 저희 에이치에비뉴 광안리해변점은 광안리 해수욕장 도보 5분거리, 오션뷰 위치에 위치하여 고객님들께서 최고의 휴식을 제공하고 있으며, 언제나 부담없이 찾을실 수 있도록 노력하고 있습니다.에이치에비뉴 광안리해변점에 관심을 <가져주시고 방문해주시는 모든 손님분들께 감사드립니다.  1. 계속해서 찾아오고 싶은 호텔 저희가 원하는 숙소의 방향은 머무시는 동안 최대한 편하고 만족스러운 시간을 보내실 수 있도록 최상의 서비스 품질을 유지하는 것입니다.이전에 방문해주신 분들의 후기에도 나와있듯 최상의 서비스를 제공한다는 자부심을 갖고 언제나 방문해 주시는 한분한분에게 최고의 시간을 제공해 드리겠습니다.2. 눈앞에서 펼쳐지는 완벽한 VIEW 창문밖으로 펼쳐지는 완벽한 VIEW, 어디에서도 볼 수 없는 에이치에비뉴만의 대표적인 특징입니다3. 믿고 방문할 수 있는 청결 호텔 COVID-19 코로나 예방을 위해 모든 객실은 소독 후 제공되고 있으며 1사용 1교체 하고 있으니 안심하세요!4. 받은만큼 돌려드립니다 -조식이벤트 + 스벅 원두커피 제공중 -레이트체크아웃 + 넷플릭스 5. 다양한 서비스로 즐기는 호캉스 -에어컨 (냉/난방가능) -LG TV (55인치~65인치) -냉장고(생수 무료제공) -커피포트 -샤워시설 -욕실용품(칫솔, 치약, 면도기, 쉐이빙 젤, 바디워시, 바디로션, 샴푸, 컨디셔너, 빗, 솜, 면봉) -드라이기 -가운 -무료 WI-FI -무료 주차가능(객실당 2대) -전객실 금연 -수화물보관(24시) -노트북 대여 -고데기 대여 -충전기 대여 -영국 최고급 어메니티 카일올라니 전 객실 공기청정기 비치 -전 고객 에어드레서 사용가능 -안심방문을 위한 주기적인 방역 -온돌난방 여러분에게 최상의 노력과 서비스를 약속합니다 에이치에비뉴 광안리해변점을 찾아와 주신 여러분께 감사인사 드립니다 :)",0,0,2022-07-01 13:14,,
,게드맨션,부산,숙박,기타숙박,,,,부산 수영구  민락수변로 13 (민락동),129.124122,35.154694,,,0,0,2022-07-01 11:46,,
,비즈니스호텔가빈,전남,숙박,기타숙박,,,,전남 목포시  북항로 141 (죽교동),126.369254,34.801663,,,0,0,2022-07-01 11:32,,
,AVA호텔,경남,숙박,기타숙박,,,https://blog.naver.com/changwonava,"경남 창원시 의창구  의창대로54번길 6-7 (팔용동, 아바모텔)",128.607055,35.255569,," 창원역에서 3분 거리 위치 베드룸 하늘룸 여러가지 테마룸 보유중 매력적인 휴식 및 최상의 편의와 서비스를 제공깨끗하고 안락한 호텔 아바에 고객님들 초대합니다 !사용한 침구 100% 교체""",0,0,2022-07-01 11:24,,
,707미니호텔,전남,숙박,기타숙박,,,,전남 영광군 법성면 법성포로 26,126.440216,35.359711,,,0,0,2022-07-01 11:20,,
,투헤븐호텔,부산,숙박,기타숙박,,,https://www.agoda.com/2-heaven-hotel/hotel/busan-kr.html?cid=1844104,부산 부산진구  황령대로7번길 8 (범천동),129.060406,35.148111,,"주차 및 Wi-Fi가 항상 무료로 제공되므로 언제든지 차량을 입출차할 수 있으며 연락을 취하실 수 있습니다. 서면에 위치해 있어 현지 명소 및 관광지와 인접해 있습니다. 떠나기 전 유명한 해운대 비치을/를 방문해 보세요. 보다 나은 숙박을 위해 스파, 온수 욕조 및 마사지 등 숙소 내 특별한 편의시설이 제공됩니다.",0,0,2022-07-01 11:08,,
,OCEAN STAY HOTEL,전남,숙박,기타숙박,,,https://liberty7428is.modoo.at/,전남 목포시  북항로149번길 7 (죽교동),126.367698,34.802218,,"목포여행 숙박 호텔 해상케이블카 유달산 북항 신축 호텔 안녕하세요, 오션스테이 호텔입니다. 목포 북항에 위치한 신축 호텔로 깔끔하며 모던한 부티끄 호텔입니다.저희 호텔을 이용하시는 투숙객들에게 해상케이블카 할인권과 더불어 아침에 간단히 식사하실수 있도록 조식을 투숙객 한하여 무료제공 하고 있습니다. 조식 포함 된 가격이 아니라 서비스 차원에서 조식무료제공을 하고있는것이니 착오 없으시길 바랍니다.(조식 이용여부를 떠나 가격은 똑같습니다.)조식메뉴는 죽, 씨리얼, 토스트, 계란후라이, 우유와 커피등 입니다. (월요일 아침조식은 죽 제외됩니다.)해상케이블카를 이용하시는 고객님들이 묵기 좋은 숙소로 케이블카 북항승강장와의 거리는 400m로 도보로 5분 차로 2분내 이동 가능하십니다. 북항승강장 주차시설도 넓으니 차를 가지고 가시기도 편리하십니다.북항회센타(해양수산 복합센터)는 많은 분들이 회와 해산물을 즐기러 가시는데, 이곳 또한 500m 정도로 도보로 5분정도면 가십니다. 주변 식당들 도보로 가실수 있을만큼 가까이에 위치해 있습니다. 저희 오션스테이 호텔의 시그니엘 스텐다드 썬셋은 아름다운 노을을 즐기며 숙박할수있는 특징이 있고, 이밖에 시그니엘 싱글트윈 시그니엘 디럭스 트윈은 시티뷰를 이루고 있어 유달산과 해상케이블카가 보이며 탁 트인 도시전망을 만끽할수 있습니다. 레지던스 페밀리 스위트는 유달산전망 입니다. 루프탑 파티룸은 유달산전망과 오션뷰 전부 즐기실수 있습니다. 패밀리 룸은 주방이 있어 간단한취사가 가능하오나 생선요리나 고기취사는 불가합니다. 루프탑 파티룸은 루프탑은 취사에 제한이 없습니다. (파티룸을 이용하시는 고객분들은 버너를 구비해 주시기 바랍니다.)",0,0,2022-07-01 10:53,,
,오션스테이호텔,부산,숙박,기타숙박,,,https://www.instagram.com/oceanstay_/,"부산 수영구  광안해변로278번길 42 (민락동, 오션브릿지)",129.124511,35.153972,,"주차, 예약, 무선 인터넷, 장애인 편의시설, 지역화폐(카드형), 지역화폐(모바일형), 국민지원금",0,0,2022-07-01 10:48,,
,문암2리 해수욕장,강원,체험,기타레저,,,https://gwgs.go.kr,강원도 고성군 죽왕면,128.549786,38.296586,,"위치(주소) : 고성군 죽왕면 문암진리개장기간 : 2023. 7. 14. ~ 8. 20.숙박시설 : 비치프론트 펜션 등 30여개편의시설 : 편의점 1개, 화장실 1개, 샤워시설 1개주차공간(대) : 40대- 주차요금 : 1일 10천원‘22년 이용객수 : 15,877명홈페이지 주소 : https://gwgs.go.kr안내 전화번호 : 033-680-3356기암괴석이 절경을 이루는 능파대 위치유명 바다뷰 카페거리 인접맑은 물로 바닷속 경관이 뛰어나 스노쿨링을 즐기러 많은 관광객이 찾음",12,10,2022-06-23 11:20,,
,1004섬요트관광,전남,체험,기타레저,,,http://www.1004yacht.com/,전라남도 신안군 암태면 박달로 9,126.156795,34.861882,,"신안군은 우리나라 최서남단에 위치하고 있으며, 1025개의 아름다운 섬들로 이루어진 섬들의 천국 1004섬입니다.국내 최대 규모의 광활한 갯벌과 전국 천일염의 70%를 생산하는 넓은 염전 등 풍부한 자원과 사시사철 많은 축제와볼거리 때묻지 않은 자연의 풍광을 지니고 있으며, 청정한 바다에서 생산되는 수산물과 게르마늄 토양에서 생산되는 각종 농산물 또한 그 맛과 질이 우수합니다.1004섬 요트투어는 신안군 해양관광을 대표하는 상품으로 암태 오도항을 출발 1004대교를 통과하여백로와 왜가리 서식지인 암치도를 돌아오는 코스로 환상의 럭셔리 해상관광코스입니다바쁜 일상에서 벗어나 파도소리, 바람소리, 저녁노을, 아침 안개속에서 삶의 여유를 찾아보세요",0,0,2022-06-20 15:20,,"봄,여름,가을,겨울"
,양양문화제,강원,관광지,기타관광지,,,,,,,,양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제양양문화제,0,0,2022-06-16 9:49,,
,양양문화제,강원,관광지,기타관광지,,,https://tour.yangyang.go.kr/tour/festival/festival_culture,,,,,2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.2021행사는 제례행사만 진행합니다.,0,0,2022-06-16 9:48,,
,호텔 마레,제주,숙박,기타숙박,,,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29 (에스디호스텔),126.918735,33.441809,,"서귀포시 성산일출봉과 섭지코지, 아쿠아플라넷이 차량으로 5분이내의 거리에 위치하고 있으며주변의 우도, 성산포유람선, 우도잠수함,마린리조트, 제주제트(성산점)등을 이용하는 데에도 불편함이 없습니다.2014년 7월초에 오픈하였으며 깨끗하고 조용한 2인실로 마련되어 있습니다",3,2,2021-12-17 13:20,,
,통영요트학교,경남,체험,기타레저,,,http://www.tyyacht.com/,"경상남도 통영시  도남로 269-28 (도남동, 요트면허시험장)",128.434909,34.828213,,,0,0,2021-12-17 13:18,,
,지세포항,경남,관광지,기타관광지,,,,경상남도 거제시 일운면 지세포해안로,128.7036359,34.83142427,,,0,0,2021-12-17 12:00,,
,유포어촌체험마을,경남,관광지,기타관광지,,,http://www.유포어촌체험마을.kr/,경상남도 남해군 서면 남서대로2381번길 60 (유포어촌계회관),127.814659,34.861948,,1,0,0,2021-12-17 11:58,,
,원전항,경남,관광지,기타관광지,,,,경상남도 창원시 마산합포구 구산면 이순신로,128.6305487,35.06815542,,,0,0,2021-12-17 11:57,,
,소나무집민박,제주,숙박,기타숙박,,,블로그|http://blog.naver.com/motherpine,제주특별자치도 제주시  원노형남1길 45-1 (노형동),126.485268,33.484196,,,0,0,2021-12-17 11:54,,
,발렌타인,인천,숙박,기타숙박,,,,인천광역시 부평구  경원대로1417번길 18-9 (부평동),126.727181,37.492269,,,0,0,2021-12-17 11:50,,
,문암다이브리조트,강원,체험,기타레저,,,,강원도 고성군 죽왕면 괘진길 66,128.549967,38.296168,,"강원도의 청정해역으로 알려진 고성군에 위치한 문암다이브리조트는 수려한 경관의 금강산, 온통 산호의 붉은빛으로 물든 낙산대기, 자연의 아름다움을 간직한 마이산 포인트, 그외에도 다양한 다이빙 포인트가 10분 거리에 산재해 있습니다. 바위 지역을 거쳐 가야하는 비치 포인트 지역에는 다이버들이 편히 지날 수 있도록 철제 다리를 설치하여 리조트에서 1분만 걸으시면 다이빙을 할 수 있습니다.",0,0,2021-12-17 11:48,,
,모텔투플러스,경기,숙박,기타숙박,,,,경기도 평택시    (소사동),127.131703,36.99209,,,0,0,2021-12-17 11:45,,
,대도어촌체험마을,경남,관광지,기타관광지,,,http://www.대도어촌체험마을.kr/,경상남도 하동군 금남면,127.831854,34.933056,,,0,0,2021-12-17 11:37,,
,다랭이마을,경남,관광지,기타관광지,,,http://darangyi.modoo.at/,경상남도 남해군 남면 남면로679번길 21 (다랭이두레방),127.894035,34.72752,,,0,0,2021-12-17 11:32,,
,다대어촌체험마을,경남,관광지,기타관광지,,,http://www.dadaeri.co.kr/,경상남도 거제시 남부면 다대1길 6,128.628408,34.738127,,,0,0,2021-12-17 11:30,,
,남애수산횟집,강원,음식점,기타,,,,강원도 양양군 현남면 안남애길 42 (남애수산횟집),128.785503,37.945103,,남애항 포구와 남애 해수욕장이 바라보이는 곳에 위치하며 정치망 어선 및 머구리 배를 운영하고 있어 매일 싱싱한 자연산 활어와 어패류를 맛보실 수 있습니다.,0,0,2021-12-17 11:28,,
,검봉산 자연휴양림,강원,관광지,기타관광지,,,,강원도 삼척시 원덕읍 임원안길 525-145 (검봉산자연휴양림),129.300888,37.237353,,,0,0,2021-12-17 11:21,,
,강원도요트협회,강원,체험,기타레저,,,http://www.gwsf.org/,강원도 양양군 손양면 수산1길 20-24 (수상요트협회),128.674776,38.076888,,,0,0,2021-12-17 11:17,,
,강원 고성 오호리,강원,관광지,기타관광지,,,"오호어촌체험마을 http://www.seantour.com/village/ohori/main/""",강원도 고성군 죽왕면 심층수길 40-20,128.529104,38.327001,,,0,0,2021-12-17 11:15,,
,강원 강릉 소돌,강원,관광지,기타관광지,,,소돌어촌체험마을 http://www.seantour.com/village/sodol/main/,강원도 강릉시 주문진읍 해안로 1968-4 (속초해양경찰서우암출장소),128.829677,37.90516,,,0,0,2021-12-17 11:05,,
,강릉항요트마리나,강원,체험,기타레저,,,,강원도 강릉시  창해로14번길 51-20 (견소동),128.951036,37.772368,,"강원도는 설악산 등 태백산맥을 중심으로 한 산악관광지로만 인식되어 있지만 동해는 해양관광지로서 많은 매력을 지니고 있다. 맑은 물, 다양한 먹거리, 아름다운 일출과 대구, 부시리, 방어, 감성돔 등 풍부한 스포츠피싱 자원, 러시아에서 가장 가까운 국내 부동항들이 다수 밀집된 국내외적인 해양관광명소로서의 가능성을 지니고 있다. 최근에는 강원도 환동해본부를 구성해 강릉, 양양, 속초, 삼척을 잇는 마리나 벨트를 구상하여 활발히 진행중으로 요트해양관광의 거점으로 급부상하고 있다.  국내 1호' 해양민자사업으로 조성된 이 시설은 지상 6층(연면적 1937㎡) 규모의 클럽하우스와 요트 판매 · 수리소，식당 등 부대시설，계류시설，수역시설을 한 자리에 모두 갖춰 이목을 집중시키고 있다. 특히 그간 마땅한 요트 정박시설이 없었던 동해지역에는 연계 관광산업을 활성화할 수 있다. 마리나 좌측에는 유람선이나 크루즈선, 슈퍼요트가 접안 할 수 있는 시설이 있고, 우측은 어선들이 이용하는 항구가 자리잡고 있다. 계류시설엔 약 40척 정도의 요트를 계류할 수 있으며 간단한 조명시설 및 급수시설이 갖추어져 고가의 요트들을 보관하는데 부족함이 없다. (출처 : 강원도청)",0,0,2021-12-17 11:02,,
,[남애마을]영일민박,강원,숙박,기타숙박,,,,강원도 양양군 현남면 안남애길 50-1 (남애2리복지회관),128.785184,37.944836,,깨끗하고 시원한 여름바다와 잿빛 겨울바다를 느껴보고 싶으신 분은 오세요.참숯은 본인부담. 그릴 무료대여 입실시간 : 14:00 / 퇴실시간 : 11:00,0,0,2021-12-17 10:54,,
,(주)우도랜드,제주,체험,기타레저,,,,제주특별자치도 서귀포시 성산읍 성산등용로 130-21 (성산포항 종합여객터미널),126.934506,33.472928,,,0,0,2021-12-17 10:34,,
,백도해변,강원,관광지,기타관광지,,,,강원도 고성군 죽왕면 문암진리,128.546333,38.301255,,"백도해변은 수심이 낮고 국도변에 접하여 교통이 편리하고 해수욕장 서편에는 송림이 우거져 가족단위의 해수욕장으로 매년 해수욕장과 백사장이 사계절 운영된다.바다의 남동쪽에는 백도라는 아름다운 섬이 있는데, 이는 많은 갈매기떼의 배설물이 쌓여 하얗게 보여 백도라는 이름을 갖게 되었다.최근 주차장 시설등을 확충하여 많은 피서객들이 찾고 있는 곳이기도 하며, 주변에 민박이 산재하여 안락한 휴가를 즐길 수 있다.해변 개장 기간 중 오토캠핑장을 운영하여 피서객들이 많이 찾는 곳이다.",0,0,2021-12-08 14:19,,
,명파해변,강원,관광지,기타관광지,,,https://gwgs.go.kr,강원도 고성군 현내면 명파리,128.405726,38.543803,,"위치(주소) : 강원도 고성군 명파리개장기간 : 2022. 7. 15. ~ 8. 21.숙박시설 : 명파 오토캠핑장 등 2개소편의시설 : 편의점 1개, 화장실 2개, 샤워시설 1개, 탈의시설 1개 등주차공간(대) : 100대 - 주차요금 : 1일 10천원‘21년 이용객수 : 10,418명홈페이지 주소 : https://gwgs.go.kr안내 전화번호 : 033-680-3356대한민국 최북단 해수욕장오토캠핑장이 위치해 한적한 캠핑가능",0,0,2021-12-08 11:54,,
,맹방해변,강원,관광지,기타관광지,,,,강원도 삼척시 근덕면 맹방해변로,129.232946,37.389466,,"평균수심 1~2m정도의 맹방해변은 맑은 물과 깨끗한 백사장, 울창한 송림을 보유하여 가족단위 피서지다. 또한 근처 6홀 규모의 골프연습장이 있어 스포츠와 바캉스를 함께 할 수 있는 곳이다.- 삼척시내 13분거리(자가용기준)",0,0,2021-12-08 11:38,,
,욱호스킨스쿠버,경북,체험,기타레저,,,,경상북도 영덕군 영해면 318만세길 114,129.409975,36.536256,,,0,0,2021-12-02 15:51,,
,[창바우마을]자연산전복,경북,쇼핑,기타쇼핑,,,,경상북도 영양군 영양읍 창암3길 31 (화천2리경로당),129.177244,36.636639,,"전복은 조개류 중에서 수분 함량이 많고 단백질, 지방의 함량은 적은 편이다.",0,0,2021-12-02 15:18,,
,[창바우마을]산딸기,경북,쇼핑,기타쇼핑,,,,경상북도 영양군 영양읍 창암3길 31 (화천2리경로당),129.177244,36.636639,,포항시남구 장기면 지역 특산물로 인기를 모으고 있는 산딸기(약제명으로는 복분자(覆盆子)이다.,0,0,2021-12-02 15:15,,
,[창바우마을]과메기,경북,쇼핑,기타쇼핑,,,,경상북도 영양군 영양읍 창암3길 31 (화천2리경로당),129.177244,36.636639,,겨울철 청어나 꽁치를 바닷바람에 냉동과 해동을 반복하여 건조시킨 것을 과메기라한다.,0,0,2021-12-02 15:13,,
,[구산마을]전복,경북,쇼핑,기타쇼핑,,,,경상북도 울진군 기성면 구산봉산로 100 (구산어촌체험마을),129.469651,36.76058,,복족류에 속하며 한자로는 복 또는 포라고 합니다. 껍데기 길이는 10cm 이상으로 크고 타원형입니다.,0,0,2021-12-02 15:04,,
,[구산마을]미역,경북,쇼핑,기타쇼핑,,,,경상북도 울진군 기성면 구산봉산로 100 (구산어촌체험마을),129.469651,36.76058,,"한방에서는 미역을 해채, 감곽, 자채, 해대 등으로 부른다.외형적으로는 뿌리·줄기·잎의 구분이 뚜렷한 엽상체(葉狀體) 식물이다.",0,0,2021-12-02 15:02,,
,[구산마을]멍게,경북,쇼핑,기타쇼핑,,,,경상북도 울진군 기성면 구산봉산로 100 (구산어촌체험마을),129.469651,36.76058,,멍게는 우렁쉥이라고도 하며 파인애플과 비슷한 모양이며 표면에는 젖꼭지 모양의 돌기가 많이 나있습니다멍게의 특유한 맛은 불포화알코올인 신티올 때문이며 글리코겐의 함량이 다른 동물에 비해 많은 편입니다.,0,0,2021-12-02 15:00,,
,[구산마을]굴,경북,쇼핑,기타쇼핑,,,,경상북도 울진군 기성면 구산봉산로 100 (구산어촌체험마을),129.469651,36.76058,,식용종인 참굴을 말하며 굴조개라고도 합니다. 이매패류에 속합니다.한자어로는 모려(牡蠣)석화(石花) 등으로 표기합니다.,0,0,2021-12-02 14:57,,
,바지락캐기체험,경기,관광지,기타관광지,,,,경기도 화성시 서신면 백미길 210-35,126.680142,37.143456,,,1,0,2021-12-02 10:49,,
,경기도 화성시 궁평마을,경기,관광지,기타관광지,,,http://www.xn--of0bw6uujj0qb27lcpaj19at4d.kr/,경기도 화성시 서신면 궁평항로 1069-11 (궁평리어촌체험안내소),126.683374,37.116158,,,0,0,2021-12-02 10:13,,
,경기 화성 백미리마을,경기,관광지,기타관광지,,,http://baekmiri.invil.org/index.html,경기도 화성시 서신면 백미길 210-35,126.680142,37.143456,,,0,0,2021-12-02 10:01,,
,경기 화성 국화리마을,경기,관광지,기타관광지,,,,경기도 화성시 우정읍 국화길 8,126.558995,37.061085,,"바닷길이 열려 국화도와 토끼섬 사이를 거닐 수 있는 신기한 마을국화도는 두 시간이면 섬을 한바퀴 돌아볼 수 있을 정도의 작은 섬마을이다.행정구역상 경기도 화성시에 속하나 충남 당진의 장고항에서 오가는 배편이 더 빠르다.국화도와 나란히 있는 매박섬, 도지섬은 썰물 때가 되면 바닷길이 열려 국화도와 하나로 연결된다.이때 호미만 있으면 많은 패류를 잡을 수 있는데 그중 국화도 바지락이 크고 그 맛이 좋기로 유명하다.국화도는 해송이 자라나는 바위 지대와 함께 천혜의 해수욕장이 자리하고 있어 크기는 작아도 볼 것이 많다.아름다운 자연환경을 바탕으로 갯벌체험,그물낚시체험, 배낚시와 좌대낚시체험 등 가족이 함께 즐길 수 있는 놀 거리가 풍성하다.",0,0,2021-12-02 9:54,,
,강원속초 장사마을,강원,관광지,기타관광지,,,http://www.xn--hz2b19jose0wb0nw4wura767c.kr/,강원도 속초시  장사항해안길 58 (장사동),128.588019,38.226644,,,0,0,2021-12-01 15:41,,"봄, 여름, 가을, 겨울"
,요트 승선 체험,강원,체험,기타레저,,,,강원도 양양군 손양면 수산1길 26-41 (수산어촌계),128.673537,38.080399,,,0,0,2021-11-02 17:39,,
,오호마을 해변조개구이,강원,음식점,기타,,,,강원도 고성군 죽왕면 심층수길 61 (미락),128.527239,38.329202,,,0,0,2021-11-02 17:38,,
,오호리 해양 심층수,강원,관광지,기타관광지,,,,강원도 고성군 죽왕면 동해대로 5851,128.524446,38.324069,,,0,0,2021-11-02 17:38,,
,연둘래민박,강원,숙박,기타숙박,,,,강원도 고성군 현내면 금강산로 130 (연둘래횟집),128.432308,38.488035,,,0,0,2021-11-02 17:37,,
,속초잠수,강원,체험,기타레저,,,,"강원도 속초시  중앙로147번길 16 (중앙동, 속초종합중앙시장)",128.590191,38.204522,,,0,0,2021-11-02 17:36,,
,속초마린,강원,숙박,기타숙박,,,,강원도 속초시  중앙로46번길 56 (교동),128.583503,38.198027,,,0,0,2021-11-02 17:35,,
,설악레져,강원,체험,기타레저,,,,강원도 양양군 강현면 뒷나루2길 27,128.62501,38.128222,,,0,0,2021-11-02 17:35,,
,스톤성민박,제주,숙박,기타숙박,,,,"제주특별자치도 서귀포시  일주서로 866 (색달동, 스톤성)",126.418094,33.258778,,,1,0,2021-10-25 15:02,,
,황제식당,전북,음식점,기타,,,,전라북도 군산시 옥도면 신시도1길 10,126.450965,35.816047,,,0,0,2021-10-25 15:00,,
,이브의궁전,전북,숙박,기타숙박,,,,"전라북도 전주시 덕진구  용산2길 7 (금암동, 이브의궁전)",127.131416,35.836326,,,0,0,2021-10-25 14:58,,
